Date,SP500,IBM
2022-02-22,4304.759765625,123.91999816894531
2022-02-23,4225.5,122.06999969482422
2022-02-24,4288.7001953125,121.97000122070312
2022-02-25,4384.64990234375,124.18000030517578
2022-02-28,4373.93994140625,122.51000213623047
2022-03-01,4306.259765625,121.3499984741211
2022-03-02,4386.5400390625,123.86000061035156
2022-03-03,4363.490234375,125.93000030517578
2022-03-04,4328.8701171875,126.62000274658203
2022-03-07,4201.08984375,126.06999969482422
2022-03-08,4170.7001953125,125.68000030517578
2022-03-09,4277.8798828125,126.22000122070312
2022-03-10,4259.52001953125,124.3499984741211
2022-03-11,4204.31005859375,123.95999908447266
2022-03-14,4173.10986328125,123.94000244140625
2022-03-15,4262.4501953125,125.63999938964844
2022-03-16,4357.85986328125,127.04000091552734
2022-03-17,4411.669921875,127.95999908447266
2022-03-18,4463.1201171875,128.75999450683594
2022-03-21,4461.18017578125,128.10000610351562
2022-03-22,4511.60986328125,129.05999755859375
2022-03-23,4456.240234375,128.3000030517578
2022-03-24,4520.16015625,129.25
2022-03-25,4543.06005859375,131.35000610351562
2022-03-28,4575.52001953125,131.47000122070312
2022-03-29,4631.60009765625,131.94000244140625
2022-03-30,4602.4501953125,132.1300048828125
2022-03-31,4530.41015625,130.02000427246094
2022-04-01,4545.85986328125,130.14999389648438
2022-04-04,4582.64013671875,130.27000427246094
2022-04-05,4525.1201171875,128.88999938964844
2022-04-06,4481.14990234375,129.38999938964844
2022-04-07,4500.2099609375,128.5500030517578
2022-04-08,4488.27978515625,127.7300033569336
2022-04-11,4412.52978515625,126.37000274658203
2022-04-12,4397.4501953125,125.9800033569336
2022-04-13,4446.58984375,126.13999938964844
2022-04-14,4392.58984375,126.55999755859375
2022-04-18,4391.68994140625,126.16999816894531
2022-04-19,4462.2099609375,129.14999389648438
2022-04-20,4459.4501953125,138.32000732421875
2022-04-21,4393.66015625,139.85000610351562
2022-04-22,4271.77978515625,138.25
2022-04-25,4296.1201171875,139.10000610351562
2022-04-26,4175.2001953125,136.19000244140625
2022-04-27,4183.9599609375,135.05999755859375
2022-04-28,4287.5,135.74000549316406
2022-04-29,4131.93017578125,132.2100067138672
2022-05-02,4155.3798828125,133.0399932861328
2022-05-03,4175.47998046875,132.52000427246094
2022-05-04,4300.169921875,137.39999389648438
2022-05-05,4146.8701171875,135.9199981689453
2022-05-06,4123.33984375,137.6699981689453
2022-05-09,3991.239990234375,134.44000244140625
2022-05-10,4001.050048828125,129.1300048828125
2022-05-11,3935.179931640625,130.75
2022-05-12,3930.080078125,132.89999389648438
2022-05-13,4023.889892578125,133.60000610351562
2022-05-16,4008.010009765625,135.02999877929688
2022-05-17,4088.85009765625,138.3699951171875
2022-05-18,3923.679931640625,132.94000244140625
2022-05-19,3900.7900390625,129.66000366210938
2022-05-20,3901.360107421875,128.47999572753906
2022-05-23,3973.75,131.1699981689453
2022-05-24,3941.47998046875,133.8000030517578
2022-05-25,3978.72998046875,134.38999938964844
2022-05-26,4057.840087890625,136.88999938964844
2022-05-27,4158.240234375,139.27000427246094
2022-05-31,4132.14990234375,138.83999633789062
2022-06-01,4101.22998046875,139.42999267578125
2022-06-02,4176.81982421875,140.14999389648438
2022-06-03,4108.5400390625,141.17999267578125
2022-06-06,4121.43017578125,142.8800048828125
2022-06-07,4160.68017578125,142.77999877929688
2022-06-08,4115.77001953125,140.8300018310547
