Date,Dividend
3/17/2025,1.0
3/8/2024,1.0
3/10/2023,1.0
3/11/2022,1.0
3/12/2021,1.0
3/13/2020,1.0
3/15/2019,1.0
3/16/2018,1.0
3/16/2017,1.0
3/17/2016,1.0
3/12/2015,1.0
,
